Date,AAPL,AMZN,BAC,COP,CVX,DIA,GS,HD,JNJ,JPM,KO,MSFT,NVDA,PFE,PG,QQQ,SPY,TSLA,UNH,WMT,XLE,XLF,XLK,XLP,XLV,XLY,XOM
2026-04-01,255.1746368408203,210.57000732421875,49.01532745361328,126.58863830566406,193.92587280273438,463.2449035644531,856.435546875,327.1064758300781,242.7240753173828,292.5580749511719,75.59195709228516,367.8791809082031,175.54541015625,27.603492736816406,141.95343017578125,583.6685791015625,653.5562744140625,381.260009765625,272.424072265625,124.20504760742188,58.547767639160156,49.267417907714844,134.74932861328125,80.89867401123047,147.08132934570312,109.5816421508789,158.66867065429688
2026-04-02,255.464111328125,209.77000427246094,49.124759674072266,128.6987762451172,195.45834350585938,462.826904296875,859.2531127929688,319.23553466796875,241.65025329589844,291.7855224609375,76.22785186767578,371.9526672363281,177.18348693847656,27.38111686706543,140.997802734375,584.3378295898438,654.144775390625,360.5899963378906,275.6854553222656,125.25054931640625,58.82576370239258,49.35710144042969,135.8280487060547,81.32571411132812,146.16537475585938,107.93492126464844,158.57984924316406
2026-04-06,258.39886474609375,212.7899932861328,49.801246643066406,129.8031463623047,195.35028076171875,464.5286865234375,862.2498779296875,324.2181396484375,239.5920867919922,294.125,76.72463989257812,371.375,177.43319702148438,26.90736198425293,140.6529998779297,587.85400390625,657.23681640625,352.82000732421875,279.76214599609375,126.24626159667969,59.252685546875,49.70588302612305,136.61709594726562,82.09041595458984,145.6376953125,108.82315063476562,161.2246551513672
2026-04-07,253.0484161376953,213.77000427246094,50.02010726928711,129.93133544921875,197.98297119140625,463.6429443359375,860.3582763671875,316.3968200683594,237.04673767089844,296.0662536621094,75.42304992675781,370.78741455078125,177.89266967773438,26.201562881469727,139.2047882080078,587.9439086914062,657.5260009765625,346.6499938964844,305.982421875,121.9646987915039,59.729248046875,49.70588302612305,137.2663116455078,80.70005798339844,145.9264373779297,107.55567169189453,161.757568359375
2026-04-08,258.4388122558594,221.25,51.611839294433594,123.47272491455078,189.4856414794922,476.8592224121094,901.7756958007812,333.6573486328125,239.9202117919922,306.5888366699219,76.79419708251953,372.81915283203125,181.8680419921875,26.559295654296875,142.75140380859375,605.4246826171875,674.27294921875,343.25,304.2423400878906,126.71424865722656,57.63435363769531,51.02127456665039,141.52125549316406,82.20957946777344,149.0128173828125,110.599609375,154.16854858398438
2026-04-09,260.0259704589844,233.64999389648438,52.43754577636719,121.74714660644531,187.00030517578125,479.5860595703125,899.7545776367188,337.0518798828125,239.93014526367188,308.938232421875,77.67848205566406,371.56427001953125,183.69590759277344,26.317584991455078,144.48532104492188,609.5202026367188,678.162841796875,345.6199951171875,305.16705322265625,128.57623291015625,56.91950988769531,51.150821685791016,141.9008026123047,82.87496185302734,148.67431640625,112.51579284667969,153.0040283203125
2026-04-10,260.0159912109375,238.3800048828125,52.26842498779297,120.8399887084961,185.2222442626953,476.94873046875,903.8167114257812,334.8285827636719,237.09645080566406,308.4803161621094,76.97303771972656,369.3731384277344,188.41041564941406,26.027530670166016,143.007568359375,610.3992309570312,677.7140502929688,348.95001220703125,302.6016845703125,126.2263412475586,56.53230285644531,50.5927734375,142.45013427734375,81.80240631103516,146.66317749023438,112.66549682617188,150.50726318359375
2026-04-13,258.73828125,239.88999938964844,53.07423782348633,121.89505767822266,188.39523315429688,479.8149108886719,886.88134765625,338.6201477050781,236.59930419921875,312.2732238769531,75.91984558105469,382.8186340332031,189.08961486816406,26.43360710144043,141.4509735107422,616.7122802734375,684.3369750976562,352.4200134277344,311.22247314453125,124.03578186035156,56.70108413696289,51.47966766357422,145.43658447265625,80.9880599975586,147.32028198242188,113.69344329833984,150.63555908203125
2026-04-14,258.3689270019531,249.02000427246094,53.07423782348633,117.1324462890625,183.71923828125,483.1587829589844,905.638671875,340.1585693359375,238.72706604003906,309.7247009277344,75.4131088256836,391.5233459472656,196.28123474121094,26.211233139038086,142.2391357421875,627.909912109375,692.675537109375,364.20001220703125,312.40570068359375,124.51371765136719,55.54939270019531,51.599246978759766,147.76380920410156,80.90860748291016,148.17649841308594,116.20843505859375,147.28021240234375
2026-04-15,265.95538330078125,248.5,54.039222717285156,117.26062774658203,181.64649963378906,482.39251708984375,895.5431518554688,336.38690185546875,237.30523681640625,304.5579833984375,74.82688903808594,409.5602722167969,198.63848876953125,26.2885799407959,141.2539520263672,636.7003173828125,698.1414184570312,391.95001220703125,312.2664794921875,124.22496032714844,55.360748291015625,51.987884521484375,150.12100219726562,80.50143432617188,147.12115478515625,117.94497680664062,147.05322265625
2026-04-16,262.9307861328125,249.6999969482422,53.2334098815918,119.8736572265625,184.8292999267578,483.29815673828125,896.0509033203125,334.6399841308594,233.1988525390625,308.5599670410156,74.6977310180664,418.56378173828125,198.1190948486328,26.317584991455078,140.9879608154297,639.7669067382812,699.8569946289062,388.8999938964844,314.6031494140625,124.28469848632812,56.17488098144531,51.84837341308594,151.83895874023438,80.86888122558594,145.96624755859375,117.39606475830078,149.98422241210938
2026-04-17,269.7486267089844,250.55999755859375,53.631343841552734,114.42082214355469,180.7427215576172,492.05560302734375,921.8870849609375,346.79876708984375,232.84091186523438,308.8984375,75.25413513183594,421.0835876464844,201.44520568847656,26.646312713623047,144.75131225585938,648.1376953125,708.3152465820312,400.6199951171875,322.78643798828125,126.95321655273438,54.62604904174805,52.246978759765625,154.1661834716797,81.89178466796875,148.14663696289062,120.17053985595703,144.51698303222656
2026-04-20,272.5635681152344,248.27999877929688,53.671138763427734,114.8250961303711,180.01577758789062,492.16510009765625,937.6077880859375,348.376953125,229.37088012695312,315.5683898925781,74.99580383300781,416.38262939453125,201.82476806640625,26.60763931274414,142.34750366210938,646.0799560546875,706.8988037109375,392.5,321.6429748535156,127.37140655517578,54.675689697265625,52.44628143310547,154.37591552734375,81.822265625,146.77268981933594,119.6316146850586,145.7406768798828
2026-04-21,265.69586181640625,249.91000366210938,53.20356750488281,118.58193969726562,182.69760131835938,489.2081604003906,922.4844360351562,341.3595886230469,224.8667755126953,311.5962829589844,74.2208023071289,422.44805908203125,199.64732360839844,26.404600143432617,140.20968627929688,643.6226806640625,702.2708129882812,386.4200134277344,344.0450134277344,129.04420471191406,55.46996307373047,52.117431640625,154.50576782226562,81.27605438232422,145.27928161621094,118.73340606689453,146.41177368164062
2026-04-22,272.68341064453125,255.36000061035156,52.84542465209961,120.8892822265625,183.03160095214844,492.59326171875,930.7380981445312,336.9725036621094,224.80712890625,311.6161804199219,74.15125274658203,431.1726989746094,202.26426696777344,25.911508560180664,140.7318115234375,654.390869140625,709.3825073242188,387.510009765625,351.5123596191406,129.42257690429688,56.13516616821289,52.027748107910156,157.90171813964844,81.54419708251953,145.7372589111328,118.6934814453125,147.5367889404297
2026-04-23,272.9429016113281,255.0800018310547,52.198787689208984,122.63459014892578,184.2890167236328,490.8409423828125,927.2135620117188,337.6275939941406,229.3311004638672,310.29217529296875,75.7906723022461,414.07196044921875,199.4075927734375,25.785818099975586,143.54940795898438,650.7048950195312,706.6295776367188,373.7200012207031,352.54644775390625,131.4637908935547,56.57201385498047,51.619178771972656,155.65440368652344,82.9047622680664,145.59788513183594,117.50584411621094,148.5532684326172
