Date,AAPL,DIA,JNJ,JPM,QQQ,SPY,TSLA,WMT,XOM
2021-03-23,119.46509552001953,297.83282470703125,139.98536682128906,131.61846923828125,308.2279968261719,364.7798767089844,220.72000122070312,41.88772201538086,45.89830780029297
2021-03-24,117.0765609741211,297.85089111328125,141.3472442626953,132.63995361328125,303.0296936035156,362.9255065917969,210.08999633789062,41.628143310546875,46.8292350769043
2021-03-25,117.56402587890625,299.7902526855469,141.3996124267578,134.33961486816406,302.5049133300781,364.9671630859375,213.4633331298828,41.90960693359375,46.696250915527344
2021-03-26,118.16848754882812,303.8525390625,143.98365783691406,136.57635498046875,307.04254150390625,370.8485412597656,206.23666381835938,42.25986099243164,47.96796798706055
2021-03-29,118.34394073486328,304.81756591796875,144.95272827148438,134.45408630371094,306.95513916015625,370.66131591796875,203.76333618164062,42.741485595703125,47.71030044555664
2021-03-30,116.89134216308594,304.0455322265625,144.05355834960938,136.0392303466797,305.41015625,369.6779479980469,211.8733367919922,42.45064163208008,47.12014389038086
2021-03-31,119.08487701416016,303.45733642578125,143.47740173339844,134.05776977539062,310.0838928222656,371.1763610839844,222.64332580566406,42.478790283203125,46.40533447265625
2021-04-01,119.9135513305664,304.6246337890625,142.15040588378906,135.36109924316406,315.36956787109375,375.18475341796875,220.5833282470703,42.41311264038086,47.701995849609375
2021-04-05,122.74077606201172,308.0711364746094,142.6741943359375,136.07862854003906,321.666015625,380.56982421875,230.35000610351562,43.60463333129883,46.96223068237305
2021-04-06,123.04299926757812,307.3082275390625,142.6392822265625,135.1219482421875,321.4425048828125,380.3450012207031,230.5399932861328,43.81415939331055,46.8292350769043
2021-04-07,124.69058990478516,307.3082275390625,142.8313751220703,137.23904418945312,322.2197570800781,380.78521728515625,223.6566619873047,43.72034454345703,47.03703689575195
2021-04-08,127.08885955810547,308.0066833496094,142.27261352539062,137.40731811523438,325.58172607421875,382.5927734375,227.93333435058594,43.692203521728516,46.546634674072266
2021-04-09,129.66262817382812,310.515869140625,140.77108764648438,138.4348907470703,327.55413818359375,385.3742980957031,225.67333984375,43.71409225463867,46.43857955932617
2021-04-12,127.94679260253906,310.2309875488281,141.11151123046875,138.14254760742188,327.126708984375,385.51470947265625,233.9933319091797,43.72034454345703,46.13103485107422
2021-04-13,131.05674743652344,309.5323486328125,139.22586059570312,136.4949493408203,330.94525146484375,386.6573486328125,254.10667419433594,43.585872650146484,46.30559158325195
2021-04-14,128.71694946289062,310.2125549316406,139.6099853515625,133.94383239746094,326.97119140625,385.3367614746094,244.07666015625,43.57023239135742,47.643802642822266
2021-04-15,131.12501525878906,312.886962890625,140.02029418945312,134.794189453125,331.9266662597656,389.476318359375,246.28334045410156,43.832923889160156,47.361202239990234
2021-04-16,130.7935333251953,314.2954406738281,141.63534545898438,135.795166015625,332.3152770996094,390.778076171875,246.5933380126953,43.973655700683594,47.09520721435547
2021-04-19,131.45643615722656,313.2750244140625,142.02822875976562,135.21937561035156,329.2740783691406,388.8581237792969,238.2100067138672,43.692203521728516,46.94560241699219
2021-04-20,129.7698516845703,310.8569030761719,145.33685302734375,132.22535705566406,326.87408447265625,386.0110778808594,239.663330078125,44.02995681762695,45.956485748291016
2021-04-21,130.15008544921875,313.7806701660156,145.43287658691406,133.3502960205078,329.67236328125,389.6635437011719,248.0399932861328,44.15817642211914,46.546634674072266
2021-04-22,128.6291961669922,310.8569030761719,144.20193481445312,130.5422821044922,325.6982727050781,386.1047668457031,239.89666748046875,43.679691314697266,45.93986892700195
2021-04-23,130.94952392578125,312.9806823730469,144.498779296875,133.04031372070312,329.7986755371094,390.291015625,243.13333129882812,43.75161361694336,46.1892204284668
2021-04-26,131.33946228027344,312.4657287597656,143.2765655517578,133.3680419921875,331.946044921875,391.1058349609375,246.06666564941406,43.129276275634766,46.28065490722656
2021-04-27,131.01776123046875,312.42919921875,142.45596313476562,133.97921752929688,330.5080261230469,391.0214538574219,234.913330078125,43.2762565612793,46.887420654296875
2021-04-28,130.22808837890625,311.08685302734375,141.4083709716797,134.8473358154297,329.390625,390.90911865234375,231.46665954589844,43.12301254272461,48.30044174194336
2021-04-29,130.13058471679688,313.1094665527344,143.34642028808594,137.46937561035156,330.5760498046875,393.40032958984375,225.6666717529297,43.66717529296875,48.990325927734375
2021-04-30,128.1613006591797,311.6108093261719,142.0631103515625,136.24696350097656,328.4092712402344,390.8155212402344,236.47999572753906,43.75474548339844,47.57731246948242
2021-05-03,129.21414184570312,313.6058349609375,144.22816467285156,135.84832763671875,326.6603088378906,391.6584777832031,228.3000030517578,44.445892333984375,48.890586853027344
2021-05-04,124.64187622070312,313.9552917480469,146.46304321289062,137.72622680664062,320.7817687988281,389.2421875,224.53334045410156,44.00804901123047,49.1981315612793
2021-05-05,124.88558197021484,314.6815490722656,145.85195922851562,139.5333251953125,319.7032470703125,389.36383056640625,223.64666748046875,43.97052764892578,50.67765426635742
2021-05-06,126.48443603515625,317.6512756347656,146.43682861328125,142.34132385253906,322.1129455566406,392.4731750488281,221.17999267578125,44.28450012207031,51.15974044799805
2021-05-07,127.15825653076172,319.830078125,147.1002960205078,142.82852172851562,324.7267150878906,395.32958984375,224.1233367919922,44.017635345458984,51.89118194580078
2021-05-10,123.87699890136719,319.7013244628906,148.6455078125,142.81080627441406,316.5259094238281,391.4148254394531,209.67999267578125,44.212284088134766,52.015872955322266
2021-05-11,122.95903015136719,315.26080322265625,147.4320526123047,140.4368438720703,316.0886535644531,387.9215393066406,205.73333740234375,43.81354904174805,50.3618049621582
2021-05-12,119.89261627197266,308.9079895019531,146.83840942382812,139.47129821777344,307.9074401855469,379.6801452636719,196.6300048828125,42.680137634277344,50.63164520263672
2021-05-13,122.04106140136719,312.9991760253906,148.37490844726562,143.05882263183594,310.2879943847656,384.24102783203125,190.56333923339844,43.40226364135742,50.00761413574219
2021-05-14,124.46293640136719,316.5018615722656,148.60189819335938,145.2822265625,317.1380615234375,390.1412048339844,196.5800018310547,43.80413055419922,51.247257232666016
2021-05-17,123.31060791015625,315.94110107421875,148.75027465820312,145.86685180664062,315.2142333984375,389.14849853515625,192.27667236328125,43.60633087158203,52.44474411010742
2021-05-18,121.92387390136719,313.6058349609375,148.8026885986328,143.81179809570312,313.0862731933594,385.7956848144531,192.6233367919922,44.554508209228516,50.96053695678711
2021-05-19,121.76762390136719,312.0706481933594,148.47964477539062,142.71337890625,313.4457092285156,384.7842102050781,187.82000732421875,44.55764389038086,49.737754821777344
2021-05-20,124.32620239257812,313.98297119140625,149.34393310546875,142.46534729003906,319.50897216796875,388.9237365722656,195.5933380126953,44.71461486816406,49.619693756103516
2021-05-21,122.49027252197266,315.109619140625,149.24790954589844,144.08641052246094,317.74053955078125,388.6053161621094,193.6266632080078,44.50425720214844,49.687156677246094
2021-05-24,124.12114715576172,316.87835693359375,149.81886291503906,144.8659210205078,323.0846252441406,392.56683349609375,202.14666748046875,44.507408142089844,50.2690315246582
2021-05-25,123.92583465576172,316.1597595214844,149.40599060058594,143.368896484375,323.53143310546875,391.6958312988281,201.56333923339844,44.68950653076172,49.13057327270508
2021-05-26,123.87699890136719,316.24273681640625,148.51878356933594,143.3511505126953,324.6586608886719,392.4731750488281,206.3766632080078,44.636131286621094,49.704017639160156
2021-05-27,122.34379577636719,317.4681396484375,148.2904052734375,145.58340454101562,323.444091796875,392.67926025390625,210.28334045410156,44.48542404174805,49.383567810058594
2021-05-28,121.68949127197266,318.4261779785156,148.67689514160156,145.4860076904297,324.46435546875,393.38165283203125,208.4066619873047,44.5921745300293,49.22333908081055
2021-06-01,121.36723327636719,318.6380310058594,145.40908813476562,147.08929443359375,323.3858642578125,393.0350646972656,207.96665954589844,44.47601318359375,50.98583221435547
2021-06-02,122.12895202636719,319.0895080566406,145.99761962890625,147.09811401367188,324.0174255371094,393.6532287597656,201.7066650390625,44.37868881225586,51.390625
2021-06-03,120.64456176757812,318.7762451171875,145.85708618164062,147.195556640625,320.645751953125,392.1921691894531,190.94667053222656,44.45718002319336,51.593013763427734
2021-06-04,122.93949890136719,320.50823974609375,145.7956085205078,147.4347381591797,326.0870666503906,395.7791748046875,199.68333435058594,44.535667419433594,51.82070541381836
2021-06-07,122.94927978515625,319.3012390136719,144.80294799804688,146.74383544921875,327.0586242675781,395.39520263671875,201.7100067138672,44.23739242553711,51.48337936401367
2021-06-08,123.76957702636719,319.07098388671875,143.52919006347656,146.15916442871094,327.21417236328125,395.47943115234375,201.19667053222656,43.901458740234375,52.39414978027344
2021-06-09,124.15043640136719,317.64306640625,145.46177673339844,144.33441162109375,327.2918701171875,394.889404296875,199.5933380126953,43.66599655151367,52.832664489746094
2021-06-10,123.15433502197266,317.8180847167969,146.7707061767578,142.08444213867188,330.70233154296875,396.72503662109375,203.3733367919922,43.91716766357422,52.916988372802734
2021-06-11,124.36527252197266,317.94696044921875,144.90834045410156,141.98699951171875,331.567138671875,397.3806457519531,203.29666137695312,44.190311431884766,52.427879333496094
2021-06-14,127.42191314697266,317.1916198730469,145.26849365234375,139.5775909423828,334.7444152832031,398.2702941894531,205.89666748046875,44.130653381347656,52.34354782104492
2021-06-15,126.60161590576172,316.371826171875,144.49549865722656,137.46046447753906,332.5581970214844,397.53985595703125,199.7866668701172,43.954837799072266,54.24940872192383
2021-06-16,127.09966278076172,313.9302673339844,144.4427947998047,138.42605590820312,331.34368896484375,395.3202209472656,201.6233367919922,43.06004333496094,54.055442810058594
2021-06-17,128.70120239257812,311.9864501953125,145.13677978515625,134.4309844970703,335.5508728027344,395.1891174316406,205.53334045410156,43.23899459838867,52.276084899902344
2021-06-18,127.40242767333984,307.1917419433594,142.2906036376953,131.0294647216797,332.9176940917969,389.85791015625,207.77000427246094,42.43838882446289,50.93524169921875
2021-06-21,129.19924926757812,312.5612487792969,143.92449951171875,133.25289916992188,334.9868469238281,395.4390869140625,206.94332885742188,42.82456588745117,52.782066345214844
2021-06-22,130.83987426757812,313.1794738769531,143.73126220703125,133.0580291748047,338.1094665527344,397.55316162109375,207.90333557128906,43.02236557006836,53.79401779174805
2021-06-23,130.56642150878906,312.5612487792969,142.86160278320312,133.8640899658203,338.27484130859375,397.07403564453125,218.85667419433594,42.6864128112793,54.19038009643555
2021-06-24,130.2832794189453,315.51361083984375,143.51161193847656,135.0953826904297,340.3663330078125,399.4230041503906,226.60667419433594,42.984683990478516,54.40962600708008
2021-06-25,129.9902801513672,317.79248046875,144.24952697753906,136.4595184326172,339.947998046875,400.8418273925781,223.9566650390625,43.49331283569336,54.527687072753906
2021-06-28,131.6211700439453,316.27020263671875,144.08261108398438,136.7075958251953,344.0823059082031,401.64984130859375,229.57333374023438,43.35829544067383,53.13624954223633
2021-06-29,133.13482666015625,316.3255310058594,144.09140014648438,136.53924560546875,345.3274841308594,401.86590576171875,226.9199981689453,43.10712814331055,52.8073616027832
2021-06-30,133.75006103515625,318.25372314453125,144.715087890625,137.7793731689453,344.78271484375,402.20416259765625,226.56666564941406,44.27507019042969,53.195289611816406
2021-07-01,134.05279541015625,319.5546875,145.7868194580078,139.14353942871094,344.9189147949219,404.4310607910156,225.97332763671875,43.74134063720703,53.347076416015625
2021-07-02,136.67974853515625,321.0122985839844,148.43971252441406,139.00990295410156,348.8781433105469,407.5223693847656,226.3000030517578,43.98937225341797,53.27117919921875
2021-07-06,138.69146728515625,319.0562744140625,147.55250549316406,136.67572021484375,350.38592529296875,406.7800598144531,219.86000061035156,43.93598937988281,51.75324249267578
2021-07-07,141.1817169189453,320.0713806152344,148.8174591064453,136.8360595703125,351.1252136230469,408.2175598144531,214.88333129882812,43.86378860473633,50.94367599487305
2021-07-08,139.88287353515625,317.7278747558594,148.5275421142578,134.47512817382812,349.004638671875,404.89141845703125,217.60333251953125,43.826107025146484,50.71598434448242
2021-07-09,141.70904541015625,321.7413024902344,149.11614990234375,138.77828979492188,351.18365478515625,409.21356201171875,218.98333740234375,44.04902648925781,51.63517379760742
2021-07-12,141.11334228515625,322.9405212402344,148.8789520263672,140.7650146484375,352.5552978515625,410.6793212890625,228.56666564941406,43.97052764892578,51.584571838378906
2021-07-13,142.22662353515625,321.9902648925781,148.6944580078125,138.67137145996094,352.5552978515625,409.2793273925781,222.84666442871094,44.136932373046875,51.340023040771484
2021-07-14,145.65435791015625,322.36859130859375,149.70468139648438,138.19912719726562,353.1875915527344,409.89013671875,217.7933349609375,44.44146728515625,50.201568603515625
2021-07-15,145.00006103515625,322.8575134277344,147.9038543701172,138.50205993652344,350.7069396972656,408.4900207519531,216.86666870117188,44.47601318359375,49.71245574951172
2021-07-16,142.9590301513672,320.0945739746094,147.66668701171875,135.3393096923828,347.8664245605469,405.2859802246094,214.74000549316406,44.44461441040039,48.3378791809082
2021-07-19,139.1113739013672,313.76177978515625,146.594970703125,130.93820190429688,345.01629638671875,399.30084228515625,215.4066619873047,44.34100341796875,46.676578521728516
2021-07-20,142.72470092773438,318.56201171875,147.97413635253906,133.37930297851562,349.02398681640625,405.0229797363281,220.1666717529297,44.54194641113281,47.19099044799805
2021-07-21,141.99224853515625,321.2485046386719,148.88772583007812,136.18568420410156,351.7186584472656,408.3021545410156,218.42999267578125,44.322174072265625,48.708927154541016
2021-07-22,143.3594512939453,321.49774169921875,149.3181610107422,134.4662322998047,354.0436096191406,409.1571350097656,216.4199981689453,44.35356521606445,48.16078567504883
2021-07-23,145.07815551757812,323.6302185058594,150.9081573486328,134.20785522460938,358.17791748046875,413.3665771484375,214.4600067138672,44.71775817871094,48.10176467895508
2021-07-26,145.4981231689453,324.40557861328125,150.9784393310547,135.10769653320312,358.4600524902344,414.38128662109375,219.2066650390625,44.780555725097656,49.316104888916016
2021-07-27,143.33010864257812,323.6763000488281,151.67242431640625,134.92947387695312,354.51055908203125,412.4927673339844,214.92666625976562,44.783695220947266,48.767967224121094
2021-07-28,141.58209228515625,322.5133056640625,151.250732421875,135.1522674560547,355.8724365234375,412.3236083984375,215.66000366210938,44.601593017578125,49.09684753417969
2021-07-29,142.22662353515625,323.861083984375,151.250732421875,136.31040954589844,356.5047302246094,414.03369140625,225.78334045410156,44.65811538696289,49.69559097290039
2021-07-30,142.4414520263672,322.62408447265625,151.26829528808594,135.22349548339844,354.6467590332031,412.02294921875,229.06666564941406,44.75543975830078,48.548709869384766
2021-08-02,142.10948181152344,321.5808410644531,151.32977294921875,134.6800079345703,354.6759338378906,411.158447265625,236.55667114257812,44.65182876586914,48.55714416503906
2021-08-03,143.90631103515625,324.1103515625,153.19210815429688,136.21243286132812,356.8257141113281,414.5035095214844,236.5800018310547,45.154170989990234,49.07998275756836
2021-08-04,143.5059051513672,321.2485046386719,152.28729248046875,134.74241638183594,357.34130859375,412.4645690917969,236.97332763671875,44.84649658203125,47.9330940246582
2021-08-05,143.61331176757812,323.6671447753906,152.57717895507812,136.44407653808594,359.60791015625,415.07659912109375,238.2100067138672,45.678489685058594,48.23667526245117
2021-08-06,142.9287109375,325.03338623046875,152.0676727294922,140.31956481933594,358.0319519042969,415.76251220703125,233.03334045410156,45.596866607666016,48.79326248168945
2021-08-09,142.8798370361328,324.16571044921875,152.5947723388672,140.16810607910156,358.6934814453125,415.4242858886719,237.9199981689453,45.706748962402344,48.23667526245117
2021-08-10,142.40057373046875,325.6243591308594,152.64749145507812,141.8875732421875,356.8549499511719,415.94097900390625,236.663330078125,46.680030822753906,49.063114166259766
2021-08-11,142.65487670898438,327.6644592285156,152.67381286621094,143.58029174804688,356.2420959472656,416.974609375,235.94000244140625,47.09760665893555,49.206478118896484
2021-08-12,145.61830139160156,327.93218994140625,153.90365600585938,144.14158630371094,357.5260925292969,418.2243347167969,240.75,46.9715576171875,49.095184326171875
2021-08-13,145.8236846923828,328.0798645019531,154.8260498046875,142.52903747558594,358.7810363769531,418.9854431152344,239.05667114257812,47.11965560913086,48.598670959472656
2021-08-16,147.79930114746094,329.1692199707031,156.22274780273438,141.59356689453125,358.9366760253906,419.971923828125,228.72332763671875,47.50410461425781,47.888145446777344
2021-08-17,146.88975524902344,326.63970947265625,157.65460205078125,139.88299560546875,355.7751770019531,417.21893310546875,221.90333557128906,47.48835372924805,47.56283187866211
2021-08-18,143.14389038085938,323.21484375,155.65174865722656,138.6090087890625,352.3509216308594,412.6524658203125,229.663330078125,46.984161376953125,46.561248779296875
2021-08-19,143.47642517089844,322.62408447265625,156.864013671875,137.45082092285156,354.05328369140625,413.29144287109375,224.49000549316406,47.302433013916016,45.14017868041992
2021-08-20,144.9337158203125,324.74261474609375,157.62828063964844,137.84280395507812,357.720703125,416.5799865722656,226.75332641601562,47.724693298339844,45.148738861083984
2021-08-23,146.42027282714844,326.8604736328125,156.9478302001953,139.6068115234375,363.071044921875,420.2444763183594,235.43333435058594,47.409568786621094,47.00640106201172
2021-08-24,146.33226013183594,327.12847900390625,154.98606872558594,140.4709930419922,364.1799621582031,420.91156005859375,236.163330078125,46.92113494873047,47.39162063598633
2021-08-25,145.0999298095703,327.53546142578125,153.9610595703125,143.36647033691406,364.5982971191406,421.7947998046875,237.06666564941406,46.94003677368164,47.477230072021484
2021-08-26,144.29798889160156,325.66748046875,153.13922119140625,144.10594177246094,362.2831115722656,419.3048095703125,233.72000122070312,46.432708740234375,46.83518600463867
2021-08-27,145.3346405029297,327.8961181640625,152.812255859375,145.26416015625,365.8045349121094,423.0538330078125,237.30667114257812,46.17116165161133,47.742618560791016
2021-08-30,149.7553253173828,327.44293212890625,153.45733642578125,142.93882751464844,369.90966796875,424.9142150878906,243.6366729736328,46.54299545288086,47.22041320800781
2021-08-31,148.4936981201172,327.2949523925781,152.98902893066406,142.50230407714844,369.60809326171875,424.2847900390625,245.24000549316406,46.66905212402344,46.67253875732422
2021-09-01,149.15875244140625,326.95294189453125,153.5280303955078,142.29742431640625,370.22088623046875,424.5101623535156,244.69667053222656,46.568199157714844,46.03048324584961
2021-09-02,150.273681640625,328.1736145019531,154.57958984375,142.95669555664062,370.0458068847656,425.8162841796875,244.1300048828125,46.81399917602539,47.15193176269531
2021-09-03,150.90943908691406,327.49853515625,154.67678833007812,142.09249877929688,371.1840515136719,425.7129211425781,244.52333068847656,47.03142547607422,46.9721565246582
2021-09-07,153.24691772460938,325.0015869140625,152.27325439453125,141.843017578125,371.7092590332031,424.190673828125,250.97332763671875,46.407493591308594,46.69820785522461
2021-09-08,151.70162963867188,324.3449401855469,151.90206909179688,141.21046447753906,370.4154968261719,423.6739501953125,251.2899932861328,46.467369079589844,46.27018356323242
2021-09-09,150.6844482421875,323.0318908691406,148.5176544189453,141.82521057128906,369.1411437988281,421.8605651855469,251.6199951171875,46.13964080810547,46.30442810058594
2021-09-10,145.69659423828125,320.6181640625,147.54562377929688,140.19482421875,366.3395690917969,418.5343933105469,245.42333984375,45.97263717651367,46.21025848388672
2021-09-13,146.2637481689453,323.022705078125,146.51173400878906,142.422119140625,366.08660888671875,419.60552978515625,247.6666717529297,45.711082458496094,47.40018081665039
2021-09-14,144.8651885986328,320.4056091308594,145.62808227539062,139.93646240234375,365.0457458496094,417.3410339355469,248.163330078125,45.47159194946289,46.723899841308594
2021-09-15,145.7552490234375,322.57867431640625,146.17591857910156,140.90762329101562,367.7597351074219,420.8269958496094,251.94332885742188,45.550376892089844,48.29905319213867
2021-09-16,145.52052307128906,321.9869689941406,145.99917602539062,140.84518432617188,368.01275634765625,420.1598815917969,252.3300018310547,45.70163345336914,47.78540802001953
2021-09-17,142.85049438476562,320.3149719238281,145.58387756347656,140.47988891601562,363.6546325683594,416.0670471191406,253.163330078125,45.607086181640625,47.22041320800781
2021-09-20,139.79905700683594,314.5322570800781,144.75328063964844,136.2747802734375,356.1403503417969,409.1295166015625,243.38999938964844,44.980003356933594,45.961997985839844
2021-09-21,140.2782745361328,314.26348876953125,145.38949584960938,136.29257202148438,356.57867431640625,408.7430725097656,246.4600067138672,45.068241119384766,45.919193267822266
2021-09-22,142.64511108398438,317.4051818847656,144.85928344726562,138.90298461914062,359.9092102050781,412.7302551269531,250.64666748046875,44.96424865722656,47.26321792602539
2021-09-23,143.60357666015625,322.0943908691406,145.6810760498047,143.59814453125,363.2301330566406,417.74493408203125,251.2133331298828,44.989463806152344,48.86405563354492
2021-09-24,143.69161987304688,322.3816833496094,145.23927307128906,145.25521850585938,363.5708923339844,418.4330749511719,258.1300048828125,45.115509033203125,49.30064392089844
2021-09-27,142.17562866210938,323.0673522949219,144.1876983642578,148.7654571533203,360.6688537597656,417.2359313964844,263.78668212890625,44.825599670410156,50.76451873779297
2021-09-28,138.7916717529297,317.79437255859375,143.86956787109375,147.96365356445312,350.4627380371094,408.82794189453125,259.1866760253906,44.274139404296875,51.29527282714844
2021-09-29,139.6914520263672,318.58197021484375,144.93881225585938,147.84780883789062,349.88824462890625,409.5159606933594,260.4366760253906,44.25523376464844,51.26102828979492
2021-09-30,138.39071655273438,313.5036315917969,142.71197509765625,145.83433532714844,348.6026916503906,404.5107421875,258.49334716796875,43.92121124267578,50.353599548339844
2021-10-01,139.5154266357422,318.0352478027344,141.80178833007812,148.8990936279297,350.76470947265625,409.3179626464844,258.40667724609375,43.186988830566406,52.15989685058594
2021-10-04,136.08255004882812,315.09747314453125,140.6972198486328,148.7386932373047,343.4023132324219,404.0393981933594,260.510009765625,42.771034240722656,52.836181640625
2021-10-05,138.00927734375,317.9888610839844,141.0153350830078,151.16766357421875,348.03790283203125,408.24346923828125,260.1966552734375,43.051490783691406,52.750579833984375
2021-10-06,138.87973022460938,318.9064025878906,141.3069610595703,151.49032592773438,350.26806640625,409.94012451171875,260.9166564941406,43.36660385131836,51.78322982788086
2021-10-07,140.141357421875,322.1592712402344,142.57058715820312,152.44935607910156,353.4817199707031,413.4843444824219,264.53668212890625,43.87710189819336,51.928749084472656
2021-10-08,139.75990295410156,322.0665283203125,142.20828247070312,152.5658416748047,351.7190856933594,412.7302551269531,261.8299865722656,44.00944900512695,53.2299690246582
2021-10-11,139.67193603515625,319.703369140625,141.60739135742188,149.35714721679688,349.021484375,409.7422180175781,263.9800109863281,43.96847915649414,52.6992073059082
2021-10-12,138.4004669189453,318.5912780761719,139.34523010253906,148.2099151611328,347.8041076660156,408.73358154296875,268.5733337402344,43.92121124267578,52.42527770996094
